ID;Ciudad;Estrato;Edad;Sexo;Estado Civil;Educación;Religión;Hijos;N° Hijos;Ocupación;Ingresos;¿Cuántas personas viven en su casa, incluido usted?;Café instantáneo;Margarina;Café molido;Carnes frías;Chocolate en pastilla;Calzado Deportivo;Jugos;Aguaembotellada;Gaseosas;Bebidasachocolatadasinstantánea;Ron;Cervezas;Cigarrillos;Aguardiente;Whisky;Vodka;Jabones para el cuerpo;Cremas faciales;Cremas corporales;Jabones faciales;Champú;Cremas de afeitar;Pañales para adultos;Pañales para niños;Tampones;Protectores diarios;Toallas higiénicas;Protector solar;Ropa Casual;Desodorantes;Preservativos;Vehículos;Ropa Deportiva;Calzado Casual;Reproductores de Audio Portátiles (mp3/mp4);Equipos Celulares;Computadores;Siento que la publicidad ha invadido todos mis espacios;Utilizo frases de comerciales para expresarme ;Cuando hay una campaña publicitaria que me llama la atención suelo comentarlo con mis amigos;Creo que la publicidad produce una exageración en el consumo de productos;Creo que la publicidad impone modas;Hay publicidad que me ha cambiado la forma de pensar respecto a situaciones de la vida;Creo que la publicidad impone modelos de belleza ;Creo que cualquier persona puede hacer publicidad ;Suelo cantar las canciones de los comerciales;Confío en lo que las empresas prometen a través de la publicidad.;Si aparece una persona famosa en un comercial, me da más confianza el producto.;Me parece que la publicidad exagera todo.;Cuando me gusta un comercial, me intereso más por el producto que ofrece;Sólo compro productos de marcas que hacen publicidad;La publicidad colombiana no invita a comprar
2459;Ciudad 2;5;25 - 34;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;2;nescafe;la fina;sello rojo;nr;sol;puma;alpina;manantial;cocacola;;viejodecaldas;clubcolombia;kool;;johnniewalker;absolut;protex;nr;nr;nr;sedal;nr;nr;nr;ob;nosotras;nosotras;sundown;mango;lady speed stick;nr;nr;adidas;nr;nr;motorola;hewlett packard;3;1;2;4;5;4;4;4;2;4;4;4;4;4;2
2460;Ciudad 2;1;35 - 44;Masculino;Unión Libre;Pregrado;1.   Católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;7;nr;la fina;sello rojo;zenu;sol;otras;;otras;;;;poker;;nectar;chivas;;lux;ponds;vasenol;nr;palmolive;nr;nr;nr;nr;nr;nosotras;solar;nr;nr;nr;honda;adidas;nr;sony;nokia;nr;2;2;4;4;4;2;5;4;3;1;2;4;2;1;1
2461;Ciudad 2;1;35 - 44;Femenino;Soltero(a);Primaria;7.   Ninguna;Con Hijos;6;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;7;nr;nr;sello rojo;nr;cualquiera;nr;;;;;;;;;;;protex;nr;nr;nr;cualquiera;nr;nr;cualquiera;nr;nr;nosotras;nr;nr;rexona;nr;nr;nr;nr;nr;nr;nr;1;2;5;5;5;1;5;5;5;1;1;5;1;1;1
2462;Ciudad 2;1;55 - 60;Femenino;Separado(a);Bachillerato;1.   Católico;Con Hijos;2;9.   Se dedica al hogar;No poseo ingresos propios;4;nescafe;la fina;nescafe;zenu;sol;nr;;brisa;;chocolisto;;aguila;imperial;;;;palmolive;ponds;avon;nr;palmolive;nr;nr;nr;nr;nr;nr;nr;nr;speed stick;nr;nr;nr;nr;nr;motorola;nr;4;1;1;4;4;4;4;4;2;1;2;5;1;1;2
2463;Ciudad 2;1;55 - 60;Femenino;Soltero(a);Primaria;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);Menos de  $ 500.000;1;aguila roja;nr;nescafe;nr;corona;nr;cifrut;;;;;;;;;;rexona;nr;esika;nr;nr;nr;nr;nr;nr;nr;nr;yanbal;nr;nr;nr;nr;nr;nr;nr;otras;nr;4;2;2;4;4;4;2;2;2;2;2;2;2;4;2
2464;Ciudad 2;2;13 - 16;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;4;nr;nr;nr;nr;nr;nr;;;;;;;;;;;nr;nivea;nr;nr;nr;nr;nr;nr;nr;nr;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;2;3;5;5;5;3;5;1;3;1;1;5;1;1;1
2465;Ciudad 2;2;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;5;aguila roja;nr;nr;nr;sol;nr;;;pepsi;;;;green;;;;nr;nr;nr;nr;sedal;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;adidas;nr;nr;nr;nr;3;1;4;5;4;2;4;3;4;2;2;4;3;2;2
2466;Ciudad 2;2;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;sello rojo;nr;nr;nr;nr;adidas;;;;milo;;;;;;;rexona;nr;nr;nr;savital;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;2;4;4;3;2;4;4;3;3;4;2;4;4;4;4
2467;Ciudad 2;2;13 - 16;Femenino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;5;nr;la buena;nr;nr;corona;converse;alpina;;cocacola;;;aguila;;nectar;;;palmolive;nr;nivea;afresyn;sedal;nr;nr;nr;nr;nr;nosotras;solar;gef;otras;nr;nr;nr;converse;nr;nokia;clones;2;1;5;5;5;1;5;3;4;3;1;5;1;4;3
2468;Ciudad 2;2;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;6;nescafe;la fina;sello rojo;nr;corona;spring step;tampico;;postobon;;santafe;poker;;nectar;;;protex;avon;vasenol;dove;sedal;nr;nr;nr;ob;nosotras;nosotras;sol;otras;lady speed stick;nr;daewoo;adidas;spring step;nr;lg;nr;2;1;4;1;3;4;4;4;1;2;1;3;1;1;2
2469;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;2;nr;nr;nr;nr;nr;reebok;alpina;;postobon;;viejodecaldas;costeña;;nectar;;;palmolive;nr;avon;nr;sedal;nr;nr;nr;nr;nosotras;nosotras;nr;nr;rexona;nr;nr;nr;nr;nr;motorola;nr;1;1;4;4;5;4;4;1;1;1;1;1;1;1;4
2470;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;7;nr;la fina;nr;nr;corona;adidas;tuttifrutti;;postobon;;;;green;;;;protex;ponds;lubriderm;protex;h&s;nr;nr;nr;nr;nr;kotex;nr;nr;lady speed stick;nr;nr;nr;nr;nr;nr;nr;2;3;3;3;1;4;3;3;4;2;3;3;2;2;3
2471;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;5;nr;la fina;sello rojo;nr;corona;tennis;;;cocacola;;;aguila;;;;;dorado;nr;esika;nr;savital;nr;nr;nr;nr;nr;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;sony ericsson;compaq;2;1;4;1;4;4;4;2;4;4;1;4;4;1;3
2472;Ciudad 2;2;17 - 24;Masculino;Soltero(a);Técnico / Tecnológico;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;5;nr;nr;aguila roja;nr;cualquiera;puma;;;;;;;green;;;;cualquiera;dupree;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;americanino;balance;nr;nr;adidas;nr;nr;nr;nr;3;2;4;3;4;2;3;2;2;3;2;4;2;1;2
2473;Ciudad 2;2;17 - 24;Masculino;Soltero(a);Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;2;nr;la fina;nr;marcas propias supermercados;nr;converse;soka;;postobon;milo;;;;;;;dorado;nr;lubriderm;nr;pantene;gillette;nr;nr;nr;nr;nr;nr;pronto;axe;duo;nr;nr;nr;sony;motorola;dell;1;4;4;2;4;4;4;4;4;2;2;4;2;2;3
2474;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;6;nr;nr;sello rojo;nr;otras;cualquiera;;;bigcola;;;;;;;;nr;nr;nr;nr;savital;nr;nr;nr;nr;nr;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;5;1;1;5;5;3;5;5;4;1;1;5;1;1;3
2475;Ciudad 2;2;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;3;nr;la fina;nr;nr;luker;puma;cualquiera;brisa;cualquiera;;santafe;poker;;nectar;;;nr;nr;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;nr;balance;today;nr;nr;nr;ipod;nokia;accer;4;2;2;2;3;3;4;2;3;3;5;5;2;3;1
2476;Ciudad 2;2;17 - 24;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;2;colcafe;la fina;aguila roja;nr;corona;puma;;cristal;cocacola;;santafe;aguila;;nectarverde;;otras;rexona;j&j;nr;nr;anua;nr;nr;nr;nr;nosotras;kotex;nr;nr;lady speed stick;nr;nr;nr;nr;sony;sony ericsson;nr;2;3;5;5;5;4;5;5;5;2;3;5;3;3;3
2477;Ciudad 2;2;25 - 34;Femenino;Separado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;5;nescafe;campi;aguila roja;nr;corona;nr;tuttifrutti;cualquiera;colombiana;chocolisto;viejodecaldas;costeña;mustang;nectarverde;;;dorado;nr;nr;nr;baby soft;nr;nr;nr;nr;nosotras;nosotras;nr;nr;balance;nr;nr;nr;nr;nr;samsung;nr;4;4;2;2;3;3;2;1;4;1;1;1;3;2;2
2478;Ciudad 2;2;25 - 34;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;4;nescafe;nr;sello rojo;nr;nr;reebok;;;cocacola;;;;;;;;protex;j&j;j&j;protex;pantene;nr;nr;nr;nr;kotex;kotex;nr;nr;nr;nr;renault;nr;nr;nr;nokia;nr;5;1;5;4;4;4;4;4;2;2;1;4;2;4;2
2479;Ciudad 2;2;25 - 34;Femenino;Separado(a);Técnico / Tecnológico;4.   Budista;Con Hijos;2;6.   Estudia y trabaja;Menos de  $ 500.000;5;nr;nr;nr;nr;nr;venus;ades;;;;;;;;;;nr;hilda strauss;vasenol;nr;nr;nr;nr;nr;nr;nosotras;nosotras;nr;nr;balance;nr;nr;nr;nr;nr;motorola;nr;2;2;4;5;4;4;4;4;2;2;2;5;2;2;2
2480;Ciudad 2;2;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Sin Hijos;0;9.   Se dedica al hogar;Menos de  $ 500.000;2;nr;la fina;sello rojo;nr;corona;nr;naturales;oasis;;;;;;nectar;;;j&j;avon;lubriderm;dove;ebel;nr;nr;nr;nr;nosotras;nosotras;otras;kenzo;balance;nr;nr;cualquiera/generica;cualquiera;nr;nokia;nr;2;1;5;4;4;4;4;5;2;1;1;5;1;1;2
2481;Ciudad 2;2;25 - 34;Masculino;Casado(a);Bachillerato;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;2;nr;nr;nr;nr;otras;cualquiera;hit;;;;santafe;;;;;;protex;lubriderm;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;cualquiera/generica;balance;today;nr;nr;cualquiera;nr;nr;nr;5;1;5;5;5;2;5;1;1;1;1;5;4;1;1
2482;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;5;nr;la fina;sello rojo;nr;corona;tennis;;;bigcola;;;aguila;;nectar;;;rexona;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;balance;nr;nr;nr;nr;nr;nokia;compaq;2;2;4;5;4;4;4;5;2;2;2;4;4;2;4
2483;Ciudad 2;2;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;7.   Busca empleo;$ 501.000 -- $ 1´000.000;5;colcafe;la fina;nr;nr;sol;lotto;delvalle;brisa;cocacola;;viejodecaldas;aguila;;nectar;grants;;protex;lubriderm;nr;nr;ego;gillette;nr;nr;nr;nr;nr;nr;nr;balance;duo;nr;adidas;cualquiera;ipod;motorola;nr;4;2;2;4;4;2;4;4;1;2;1;5;2;2;4
2484;Ciudad 2;2;25 - 34;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;1;nr;nr;nr;nr;nr;nike;;brisa;;;viejodecaldas;cualquiera;;nectar;;;j&j;nr;nr;neko;cualquiera;nr;nr;nr;nr;nr;nr;cualquiera;nr;cualquiera;today;nr;nr;nr;nr;nr;nr;2;2;4;4;4;2;5;5;2;1;2;4;2;2;4
2485;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;6.   Estudia y trabaja;Menos de  $ 500.000;5;nescafe;la fina;nr;nr;sol;north star;hit;;cocacola;jet;viejodecaldas;aguila;;;;;j&j;lebel;lebel;nr;ebel;nr;nr;pequeñin;nr;nosotras;nosotras;nr;otras;lebel;nr;nr;otras;nr;nr;nr;nr;3;2;5;4;2;5;2;2;5;2;2;5;2;1;2
2486;Ciudad 2;2;25 - 34;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;4;nescafe;nr;nr;nr;sol;nr;;brisa;cocacola;;viejodecaldas;clubcolombia;belmont;;;;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;rexona;nr;chevrolet;nr;puma;nr;nokia;hewlett packard;1;1;3;2;4;1;3;3;3;3;3;2;4;2;2
2487;Ciudad 2;2;25 - 34;Femenino;Casado(a);Técnico / Tecnológico;7.   Ninguna;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;2;nr;nr;nr;mac pollo;nr;adidas;;cristal;colombiana;chocolisto;;poker;green;nectar;;;nr;multicrem;multicrem;nr;elvive;nr;nr;nr;nr;kotex;nosotras;avon;pronto;nr;nr;nr;adidas;otras;sony;nokia;nr;3;1;5;5;5;3;4;5;3;2;1;4;1;1;2
2488;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;3;nr;la fina;aguila roja;zenu;corona;nr;cifrut;h2oh;cocacola;;medellin;aguila;;nectar;;;rexona;nr;nr;nr;h&s;nr;nr;pequeñin;nr;nr;nosotras;nr;nr;speed stick;nr;nr;nr;nr;nr;nokia;nr;2;2;3;4;5;2;4;4;2;2;2;4;4;2;4
2489;Ciudad 2;2;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;9.   Se dedica al hogar;No poseo ingresos propios;5;colcafe;campi;nr;zenu;corona;spring step;tampico;cristal;cocacola;chocolisto;;;;;;;palmolive;ponds;avon;nr;sedal;nr;nr;nr;nr;carefree;kotex;nr;cualquiera/generica;lady speed stick;nr;nr;puma;spring step;nr;samsung;samsung;1;1;4;2;5;1;5;4;1;1;1;5;1;1;1
2490;Ciudad 2;2;25 - 34;Masculino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;3;1.   Trabaja dependientemente (empleado);$ 2,001.000 -- $ 3,000.000;5;aroma;campi;nr;zenu;corona;puma;;manantial;cocacola;;;;;;;;palmolive;ponds;lubriderm;protex;sedal;avon;nr;nr;nr;nosotras;nosotras;nr;nr;speed stick;nr;um;nr;nr;nr;nokia;samsung;2;1;2;5;4;4;4;4;2;2;2;4;2;2;2
2491;Ciudad 2;2;25 - 34;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;nr;nr;nr;nr;nr;adidas;;;quatro;chocolisto;;;;;;;dove;nr;nr;nr;savital;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;sony ericsson;nr;2;2;3;4;4;2;4;3;2;2;2;5;1;2;2
2492;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;9.   Se dedica al hogar;No poseo ingresos propios;4;nr;rama;sello rojo;rica;corona;venus;tuttifrutti;manantial;postobon;;viejodecaldas;aguila;;nectar;;;rexona;nr;avon;nr;h&s;gillette;nr;nr;nr;nosotras;stayfree;nr;nr;lady speed stick;nr;nr;nr;nr;nr;alcatel;nr;2;2;4;4;2;4;4;5;2;2;4;4;4;2;2
2493;Ciudad 2;2;25 - 34;Masculino;Casado(a);Bachillerato;7.   Ninguna;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;2;nescafe;la fina;nr;mac pollo;sol;nike;delvalle;brisa;cocacola;chocolisto;santafe;aguila;kool;nectar;grants;;palmolive;nr;nr;nr;ego;lebel;nr;nr;nr;nosotras;nosotras;tanga;nr;gillete;nr;nr;nike;nr;nr;sony ericsson;nr;2;3;4;3;5;2;4;4;3;2;1;5;2;2;5
2494;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;4;nr;la fina;nr;ranchera;corona;nr;;;postobon;;;poker;;;;;protex;avon;avon;nr;savital;carrefour;nr;nr;nr;nosotras;nosotras;sundown;nr;speed stick;nr;nr;nr;nr;sony;nokia;nr;2;2;1;2;4;4;4;4;1;2;2;5;4;1;1
2495;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;nescafe;chiffon;nr;zenu;sol;adidas;;;postobon;chocolisto;;;;;johnniewalker;;palmolive;ponds;nr;nr;sedal;nr;nr;nr;kotex;kotex;nosotras;nr;armi;lady speed stick;nr;chevrolet;nr;velez;nr;sony ericsson;clones;2;2;4;5;5;2;4;4;2;2;4;4;1;1;1
2496;Ciudad 2;2;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;7.   Ninguna;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;6;colcafe;nr;nr;nr;nr;puma;;brisa;;;;poker;;;;;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;speed stick;today;suzuki;totto;brahma;nr;sony ericsson;compaq;1;1;4;4;5;4;5;5;1;5;1;5;5;5;1
2497;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;2.   Trabaja independientemente (informal);Menos de  $ 500.000;4;nr;rama;sello rojo;zenu;corona;adidas;tuttifrutti;brisa;cocacola;;otras;aguila;;;;;nr;nr;nr;nr;h&s;gillette;nr;nr;nr;nr;nr;nr;nr;speed stick;nr;akt;nr;nr;nr;alcatel;nr;4;2;5;3;5;2;4;4;4;4;1;5;3;2;1
2498;Ciudad 2;2;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;5;nescafe;la fina;nr;zenu;corona;nr;hit;manantial;cocacola;chocolisto;;poker;;;;;rexona;nr;nr;neko;h&s;otras;nr;nr;nr;nr;nr;otras;nr;speed stick;nr;nr;nr;nr;nr;nokia;compaq;4;1;4;4;4;2;4;2;2;4;4;4;2;2;2
2499;Ciudad 2;2;25 - 34;Masculino;Casado(a);Pregrado;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;1;nr;nr;nr;nr;nr;nike;cifrut;cristal;cocacola;;;aguila;;;sellorojo;;protex;lubriderm;lubriderm;neko;pantene;jgb;nr;nr;nr;nr;nr;nr;armi;axe;nr;yamaha;nr;nr;ipod;nokia;hewlett packard;2;2;4;4;4;4;4;4;1;3;2;4;4;2;2
2500;Ciudad 2;2;25 - 34;Masculino;Casado(a);Posgrado;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;2;colcafe;la fina;aguila roja;marcas propias supermercados;corona;nike;california;;postobon;milo;santafe;aguila;mustang;nectar;sellonegro;;rexona;nr;nr;nr;pantene;nr;nr;nr;nr;nr;nr;nr;nr;speed stick;nr;nr;nr;nr;aiwa;nokia;sony;3;2;1;3;3;1;2;1;1;1;3;4;3;1;2
2501;Ciudad 2;2;35 - 44;Masculino;Soltero(a);Posgrado;3.   Judío;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;4;colcafe;rama;sello rojo;zenu;andino;otras;hit;cristal;cocacola;milo;viejodecaldas;aguila;;;;;rexona;vasenol;vasenol;rexona;h&s;gillette;nr;nr;nr;nr;nosotras;coppertone;nr;axe;aroma;nr;nr;bata;sony;motorola;accer;5;3;3;5;5;5;1;5;1;1;3;5;1;1;1
2502;Ciudad 2;2;35 - 44;Femenino;Unión Libre;Pregrado;1.   Católico;Con Hijos;1;3.   Empresario o Contratista;$ 501.000 -- $ 1´000.000;3;dolca;rama;nr;zenu;nr;nr;hit;cristal;;chocolisto;;aguila;kool;nectar;;;protex;nr;lubriderm;natura;j&j;gillette;nr;nr;nr;nr;nosotras;sun care;nr;gillete;today;nr;nr;nr;kalley;motorola;clones;1;1;2;5;5;1;5;3;1;2;2;4;2;2;2
2503;Ciudad 2;2;35 - 44;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;8;nr;nr;nr;zenu;sol;puma;;;;;;;;;;;palmolive;vasenol;nr;nr;sedal;nr;nr;nr;nr;nr;nr;nr;cualquiera/generica;revista/catalogo;nr;nr;cualquiera/generica;cualquiera;nr;nokia;nr;4;1;5;5;4;2;5;1;1;1;1;5;2;1;1
2504;Ciudad 2;2;35 - 44;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;4;9.   Se dedica al hogar;No poseo ingresos propios;7;nr;la fina;la bastilla;nr;corona;nr;;;;;;;;;;;le sancy;nr;nr;nr;h&s;nr;nr;nr;nosotras;nosotras;nosotras;nr;nr;lady speed stick;nr;nr;nr;nr;nr;nokia;nr;1;1;4;4;4;4;5;4;1;4;1;5;1;1;1
2505;Ciudad 2;2;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;9.   Se dedica al hogar;Menos de  $ 500.000;4;colcafe;la fina;aguila roja;nr;corona;nr;;;cocacola;;santafe;poker;;antioqueño;;;protex;lubriderm;nr;nr;h&s;nr;nr;nr;ob;nosotras;nosotras;nude;nr;balance;nr;nr;nr;nr;nr;motorola;hewlett packard;4;1;1;4;4;4;5;3;3;2;2;4;2;2;2
2506;Ciudad 2;2;35 - 44;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;4;nescafe;la buena;nr;nr;corona;adidas;;;;chocolisto;;aguila;;;;;lux;nr;nr;nr;sedal;nr;nr;nr;nr;nr;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;lg;samsung;2;2;4;4;4;2;4;4;3;2;2;4;2;3;2
2507;Ciudad 2;2;35 - 44;Femenino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;3;2.   Trabaja independientemente (informal);Menos de  $ 500.000;3;nr;campi;aguila roja;nr;sol;nr;;;;;;aguila;mustang;;;;nr;avon;avon;avon;avon;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nokia;nr;2;2;4;4;4;4;4;2;1;2;4;4;2;2;3
2508;Ciudad 2;2;35 - 44;Femenino;Unión Libre;Bachillerato;2.   Cristiano no católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;3;nr;nr;sello rojo;nr;corona;nr;;;cocacola;;;;;;;;j&j;nr;nr;nr;baby soft;nr;nr;nr;nr;nr;nosotras;nr;nr;otras;nr;nr;nr;nr;nr;nokia;nr;4;2;3;4;4;2;4;4;2;2;2;4;2;2;2
2509;Ciudad 2;2;35 - 44;Masculino;Casado(a);Primaria;1.   Católico;Con Hijos;4;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;7;nr;natura;aguila roja;rica;corona;converse;tampico;oasis;cocacola;chocolisto;viejodecaldas;poker;;nectar;buchannans;;protex;ponds;avon;nr;vital;gillette;nr;pequeñin;ob;nosotras;stayfree;nr;pronto;avon;nr;nr;nr;nr;sony;nokia;hewlett packard;2;4;4;4;4;4;4;4;4;2;2;4;4;2;4
2510;Ciudad 2;2;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;4;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;7;nr;rama;aguila roja;rica;corona;nr;tampico;oasis;cocacola;chocolisto;;;;;;;protex;ponds;nr;nr;konzil;gillette;nr;pequeñin;ob;nr;kotex;nr;nr;rexona;nr;nr;nr;nr;nr;nokia;hewlett packard;3;4;5;5;4;1;5;5;4;2;1;5;4;2;3
2511;Ciudad 2;2;45 - 54;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;3;dolca;la buena;nr;rica;sol;cualquiera;tuttifrutti;;colombiana;milo;;;;nectar;;;dorado;avon;lubriderm;nr;h&s;gillette;nr;nr;nr;nr;nr;nr;nr;speed stick;nr;nr;nr;nr;nr;nokia;nr;5;1;2;4;4;4;4;4;1;2;2;3;1;1;1
2512;Ciudad 2;2;45 - 54;Masculino;Unión Libre;Pregrado;1.   Católico;Con Hijos;3;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;4;nr;la fina;oma;otras;sol;adidas;hit;;quatro;;;aguila;belmont;nectar;;;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nokia;nr;2;2;4;4;1;1;4;4;2;1;1;5;2;1;2
2513;Ciudad 2;2;45 - 54;Masculino;Casado(a);Bachillerato;6.   Otra:;Con Hijos;1;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;6;dolca;la fina;nr;nr;sol;nr;cifrut;;bigcola;;;;;;;;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;gillete;nr;nr;nr;nr;sony;motorola;nr;2;3;4;4;4;2;4;4;4;2;4;3;2;2;2
2514;Ciudad 2;2;45 - 54;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;9.   Se dedica al hogar;$ 1´001.000 -- $ 2,000.000;4;nescafe;la buena;la bastilla;otras;sol;croydon;;manantial;;;;;;;;;camay;ponds;nr;nr;savital;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;1;1;3;5;3;3;4;3;1;1;1;4;1;2;5
